K3_m6_s,timing_strength,decompress_factor,N0_final
1.924024182760237e-42,0.5454545454545454,0.42727272727272725,50196.584178710706
1.924024182760237e-42,0.5454545454545454,0.509090909090909,49735.12439020831
1.924024182760237e-42,0.5454545454545454,0.5909090909090909,49275.694427831564
1.924024182760237e-42,0.5454545454545454,0.6727272727272727,48839.206145105716
1.924024182760237e-42,0.5454545454545454,0.7545454545454545,48426.99880397263
1.924024182760237e-42,0.5454545454545454,0.8363636363636363,48072.10998042466
1.924024182760237e-42,0.5454545454545454,0.9181818181818182,47863.54461878016
1.924024182760237e-42,0.5454545454545454,1.0,47582.368972036005
1.924024182760237e-42,0.6363636363636364,0.1,53529.7688157595
1.924024182760237e-42,0.6363636363636364,0.18181818181818182,53060.36510757071
1.924024182760237e-42,0.6363636363636364,0.2636363636363636,52570.66995790597
1.924024182760237e-42,0.6363636363636364,0.34545454545454546,52074.5112395861
1.924024182760237e-42,0.6363636363636364,0.42727272727272725,51593.23336922685
1.924024182760237e-42,0.6363636363636364,0.509090909090909,51112.70479000927
1.924024182760237e-42,0.6363636363636364,0.5909090909090909,50650.289911198735
1.924024182760237e-42,0.6363636363636364,0.6727272727272727,50218.244414856614
1.924024182760237e-42,0.6363636363636364,0.7545454545454545,49825.159061608916
1.924024182760237e-42,0.6363636363636364,0.8363636363636363,49508.71393930657
1.924024182760237e-42,0.6363636363636364,0.9181818181818182,49266.02216701572
1.924024182760237e-42,0.6363636363636364,1.0,48937.68061842515
1.924024182760237e-42,0.7272727272727273,0.1,55428.28944102569
1.924024182760237e-42,0.7272727272727273,0.18181818181818182,54929.75562330704
